,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen,x_kpca_rbf,y_kpca_rbf,cluster_kpca_rbf
219,Horeca,Lisbon,4155,367,1390,2306,86,130,-0.408825222013195,-0.14165412140723366,0
220,Horeca,Lisbon,14755,899,1382,1765,56,749,-0.39606144530802484,0.12925247831097778,3
221,Horeca,Lisbon,5396,7503,10646,91,4167,239,0.1794586974204929,-0.41660854245867557,2
222,Horeca,Lisbon,5041,1115,2856,7496,256,375,-0.2595294414928263,0.08869134592252048,3
223,Retail,Lisbon,2790,2527,5265,5612,788,1360,-0.23836644143967836,-0.10266885470444792,0
224,Horeca,Lisbon,7274,659,1499,784,70,659,-0.41341484621250574,-0.12003576570669254,0
225,Horeca,Lisbon,12680,3243,4157,660,761,786,-0.3153234149337613,-0.049443834641386596,0
226,Retail,Lisbon,20782,5921,9212,1759,2568,1553,0.02631257987909875,0.15858092995298412,3
227,Horeca,Lisbon,4042,2204,1563,2286,263,689,-0.38887099456202323,-0.17749864315925787,0
228,Horeca,Lisbon,1869,577,572,950,4762,203,-0.1875473219578187,-0.28093675916734767,0
229,Horeca,Lisbon,8656,2746,2501,6845,694,980,-0.27129754197651945,0.12621155630681685,3
230,Retail,Lisbon,11072,5989,5615,8321,955,2137,-0.05263029424140273,0.22245097841538874,3
231,Horeca,Lisbon,2344,10678,3828,1439,1566,490,-0.027734641124453886,-0.315778926245355,2
232,Horeca,Lisbon,25962,1780,3838,638,284,834,-0.16974264318817034,0.4199138339060083,3
233,Horeca,Lisbon,964,4984,3316,937,409,7,-0.26566468333300797,-0.3221433667152869,0
234,Horeca,Lisbon,15603,2703,3833,4260,325,2563,-0.24753433848759798,0.23962082007586955,3
235,Horeca,Lisbon,1838,6380,2824,1218,1216,295,-0.21978412290426363,-0.3286661864263627,0
236,Horeca,Lisbon,8635,820,3047,2312,415,225,-0.4016818557092005,-0.07035311448754593,0
237,Horeca,Lisbon,18692,3838,593,4634,28,1215,-0.27968324696533803,0.3564207338802707,3
238,Horeca,Lisbon,7363,475,585,1112,72,216,-0.4239632649068004,-0.09599618829119427,0
239,Horeca,Lisbon,47493,2567,3779,5243,828,2253,0.2857571608953512,0.7247260329217596,1
240,Horeca,Lisbon,22096,3575,7041,11422,343,2564,0.11831277831945779,0.5631274838825187,1
241,Horeca,Lisbon,24929,1801,2475,2216,412,1047,-0.20941675695844164,0.4534930908895605,3
242,Horeca,Lisbon,18226,659,2914,3752,586,578,-0.322083803129036,0.2907315942700845,3
243,Horeca,Lisbon,11210,3576,5119,561,1682,2398,-0.2022604787021674,-0.10490391868740502,0
244,Horeca,Lisbon,6202,7775,10817,1183,3143,1970,0.1552159436674894,-0.3456917103759868,2
245,Retail,Lisbon,3062,6154,13916,230,8933,2784,0.5547240543368975,-0.3343174832850533,4
246,Horeca,Lisbon,8885,2428,1777,1777,430,610,-0.398066145634727,-0.08572401575893161,0
247,Horeca,Lisbon,13569,346,489,2077,44,659,-0.4156248975924335,0.11627520898098707,3
248,Horeca,Lisbon,15671,5279,2406,559,562,572,-0.278018171659775,0.05471675252047326,0
249,Horeca,Lisbon,8040,3795,2070,6340,918,291,-0.27595818162726565,0.06616679216806363,0
250,Horeca,Lisbon,3191,1993,1799,1730,234,710,-0.3813460649723932,-0.21236965236679237,0
251,Retail,Lisbon,6134,23133,33586,6746,18594,5121,0.5198331683050442,0.24797078281091542,1
252,Horeca,Lisbon,6623,1860,4740,7683,205,1693,-0.20505854327691656,0.1285426341652338,3
253,Horeca,Lisbon,29526,7961,16966,432,363,1391,0.2675738247659642,0.33616748512069605,1
254,Horeca,Lisbon,10379,17972,4748,4686,1547,3265,0.3041446964083771,0.06877205850171811,1
255,Horeca,Lisbon,31614,489,1495,3242,111,615,-0.07754402837795044,0.6389873371305029,3
256,Horeca,Lisbon,11092,5008,5249,453,392,373,-0.2654336434964499,-0.12555097644843316,0
257,Horeca,Lisbon,8475,1931,1883,5004,3593,987,-0.2348080214109312,-0.022826736953050965,0
258,Horeca,Lisbon,56083,4563,2124,6422,730,3321,0.37758291119938514,0.6033152012679044,1
259,Horeca,Lisbon,53205,4959,7336,3012,967,818,0.34571099029226127,0.6348102604496024,1
260,Horeca,Lisbon,9193,4885,2157,327,780,548,-0.3132597308191735,-0.157258081584832,0
261,Horeca,Lisbon,7858,1110,1094,6818,49,287,-0.31645711151871164,0.13895899411569165,3
262,Horeca,Lisbon,23257,1372,1677,982,429,655,-0.25159776129934625,0.36231280968627055,3
263,Horeca,Lisbon,2153,1115,6684,4324,2894,411,-0.17696451432544863,-0.2347867062545306,0
264,Retail,Lisbon,1073,9679,15445,61,5980,1265,0.5323016278035859,-0.43633362240731877,4
265,Horeca,Lisbon,5909,23527,13699,10155,830,3636,0.45857523613170775,0.1904982235375815,1
266,Retail,Lisbon,572,9763,22182,2221,4882,2563,0.6284571456252733,-0.2732383381151283,4
267,Horeca,Lisbon,20893,1222,2576,3975,737,3628,-0.14260287781261424,0.4126081107217912,3
268,Retail,Lisbon,11908,8053,19847,1069,6374,698,0.5784450537863962,-0.22551686473226357,4
269,Horeca,Lisbon,15218,258,1138,2516,333,204,-0.3919039058497985,0.1664164069870922,3
270,Horeca,Lisbon,4720,1032,975,5500,197,56,-0.3532410162812307,-0.0002476819989496356,0
271,Horeca,Lisbon,2083,5007,1563,1120,147,1550,-0.29186345514992035,-0.2593073452974364,0
272,Horeca,Lisbon,514,8323,6869,529,93,1040,-0.07505103033487177,-0.3612560683776749,2
273,Horeca,Other,36817,3045,1493,4802,210,1824,0.08797605088462848,0.7434248092950706,1
274,Horeca,Other,894,1703,1841,744,759,1153,-0.3314489770302174,-0.28289127420878274,0
275,Horeca,Other,680,1610,223,862,96,379,-0.3649894710298011,-0.2415156139862779,0
276,Horeca,Other,27901,3749,6964,4479,603,2503,0.0023200413230925194,0.5687935392483449,1
277,Horeca,Other,9061,829,683,16919,621,139,0.21012588820810738,0.40133163059365135,1
278,Horeca,Other,11693,2317,2543,5845,274,1409,-0.3087662004369275,0.18282713006551385,3
279,Retail,Other,17360,6200,9694,1293,3620,1721,0.08769572443434583,-0.01057692636542069,2
280,Horeca,Other,3366,2884,2431,977,167,1104,-0.35060869111996634,-0.24372613669287232,0
281,Retail,Other,12238,7108,6235,1093,2328,2079,-0.05739476711404848,-0.12375528535901488,0
282,Horeca,Other,49063,3965,4252,5970,1041,1404,0.3100757868144599,0.70903900979213,1
283,Horeca,Other,25767,3613,2013,10303,314,1384,0.04305287994316263,0.6381260066603719,1
284,Horeca,Other,68951,4411,12609,8692,751,2406,0.41581643774823907,0.41934271639885196,1
285,Horeca,Other,40254,640,3600,1042,436,18,0.12254054305859192,0.6534871681387456,1
286,Horeca,Other,7149,2247,1242,1619,1226,128,-0.379186828938899,-0.15095520233777987,0
287,Horeca,Other,15354,2102,2828,8366,386,1027,-0.18366779502095673,0.38315128280789806,3
288,Horeca,Other,16260,594,1296,848,445,258,-0.367721690853089,0.1375746402549971,3
289,Horeca,Other,42786,286,471,1388,32,22,0.15619673224980662,0.6652264783225921,1
290,Horeca,Other,2708,2160,2642,502,965,1522,-0.31437281119316196,-0.27668021412335086,0
291,Horeca,Other,6022,3354,3261,2507,212,686,-0.3599843378584549,-0.15843029184675345,0
292,Horeca,Other,2838,3086,4329,3838,825,1060,-0.29135796234887834,-0.19747291026306918,0
293,Retail,Porto,3996,11103,12469,902,5952,741,0.4686830215519905,-0.40596212992940467,4
294,Horeca,Porto,21273,2013,6550,909,811,1854,-0.171831447378785,0.2610187369928709,3
295,Retail,Porto,7588,1897,5234,417,2208,254,-0.26553321808455355,-0.24361557196200984,0
296,Horeca,Porto,19087,1304,3643,3045,710,898,-0.2977061343440606,0.28338407975035873,3
297,Retail,Porto,8090,3199,6986,1455,3712,531,-0.11971899037075745,-0.2719041731534479,0
298,Retail,Porto,6758,4560,9965,934,4538,1037,0.08449477145517546,-0.3635272222293552,2
299,Horeca,Porto,444,879,2060,264,290,259,-0.3405156514663064,-0.27633210770595773,0
300,Retail,Porto,16448,6243,6360,824,2662,2005,-0.0489372212161139,0.005602303737201856,0
301,Retail,Porto,5283,13316,20399,1809,8752,172,0.7742541865913971,-0.228865202289854,4
302,Retail,Porto,2886,5302,9785,364,6236,555,0.2292025288632374,-0.4461264840519536,2
303,Retail,Porto,2599,3688,13829,492,10069,59,0.5055816040427814,-0.31714119225155485,4
304,Retail,Porto,161,7460,24773,617,11783,2410,0.7710914221737654,-0.12696710773182254,4
305,Retail,Porto,243,12939,8852,799,3909,211,0.30839839877222247,-0.3958960657338045,2
306,Retail,Porto,6468,12867,21570,1840,7558,1543,0.7711669007366841,-0.22583872195171548,4
307,Horeca,Porto,17327,2374,2842,1149,351,925,-0.32520108883940024,0.1610767736408487,3
308,Horeca,Porto,6987,1020,3007,416,257,656,-0.3836519768974657,-0.16584414087348323,0
309,Retail,Porto,918,20655,13567,1465,6846,806,0.6578228765045806,-0.1553971830018122,4
310,Horeca,Porto,7034,1492,2405,12569,299,1117,0.013134526972498494,0.34162278620623865,3
311,Horeca,Porto,29635,2335,8280,3046,371,117,-0.02646662316637662,0.534428162150238,3
312,Retail,Porto,2137,3737,19172,1274,17120,142,0.6284253283921184,0.021661103812012097,4
313,Horeca,Porto,9784,925,2405,4447,183,297,-0.387142582866518,0.06367529788611784,0
314,Horeca,Porto,10617,1795,7647,1483,857,1233,-0.26299244983888753,-0.10391546870091736,0
315,Retail,Porto,1479,14982,11924,662,3891,3508,0.48807897334335704,-0.2580640104320358,4
316,Horeca,Porto,7127,1375,2201,2679,83,1059,-0.40568012229348005,-0.07842738547810947,0
317,Horeca,Porto,1182,3088,6114,978,821,1637,-0.22253630869097013,-0.3367088168451972,0
318,Horeca,Porto,11800,2713,3558,2121,706,51,-0.3551299042207883,-0.021145899997862407,0
319,Retail,Porto,9759,25071,17645,1128,12408,1625,0.6860453151378301,0.09283643838493355,4
320,Horeca,Porto,1774,3696,2280,514,275,834,-0.3169738128583722,-0.2934003819114115,0
321,Horeca,Porto,9155,1897,5167,2714,228,1113,-0.3489666910238811,-0.06420395700677467,0
322,Horeca,Porto,15881,713,3315,3703,1470,229,-0.3218055049871083,0.18181153108831632,3
323,Horeca,Porto,13360,944,11593,915,1679,573,-0.11449573525942268,-0.0758810641866449,0
324,Horeca,Porto,25977,3587,2464,2369,140,1092,-0.16799625744857177,0.48351785361965205,3
325,Horeca,Porto,32717,16784,13626,60869,1272,5609,0.3882136372003406,0.2561515763125366,1
326,Horeca,Porto,4414,1610,1431,3498,387,834,-0.387669821172286,-0.11475102100598658,0
327,Horeca,Porto,542,899,1664,414,88,522,-0.3525005197035218,-0.2626248329156093,0
328,Horeca,Porto,16933,2209,3389,7849,210,1534,-0.17826682983800354,0.41414756816629894,3
329,Horeca,Porto,5113,1486,4583,5127,492,739,-0.31507782184368305,-0.05942992699149733,0
330,Horeca,Porto,9790,1786,5109,3570,182,1043,-0.3462565480743135,-0.0061249693325248575,0
331,Retail,Porto,11223,14881,26839,1234,9606,1102,0.8114916021945143,-0.04732877797920873,4
332,Horeca,Porto,22321,3216,1447,2208,178,2602,-0.19694973649114694,0.3953305714103323,3
333,Retail,Porto,8565,4980,67298,131,38102,1215,0.3887308292712927,0.25650757196708335,1
334,Retail,Porto,16823,928,2743,11559,332,3486,0.05847674886963321,0.4976207197037502,1
335,Retail,Porto,27082,6817,10790,1365,4111,2139,0.2264666763669939,0.2964668954567907,1
336,Horeca,Porto,13970,1511,1330,650,146,778,-0.38511806858450603,0.06064276791315537,0
337,Horeca,Porto,9351,1347,2611,8170,442,868,-0.2309358248345689,0.22304400304520594,3
338,Horeca,Porto,3,333,7021,15601,15,550,0.19369506559968297,0.3019846574081549,1
339,Horeca,Porto,2617,1188,5332,9584,573,1942,-0.08125119583729151,0.1419825099414244,3
340,Retail,Other,381,4025,9670,388,7271,1371,0.28155202397468965,-0.43480922678834744,2
341,Retail,Other,2320,5763,11238,767,5162,2158,0.25197227010184486,-0.4315313230212327,2
342,Horeca,Other,255,5758,5923,349,4595,1328,0.04779688442611879,-0.4542277552473975,2
343,Retail,Other,1689,6964,26316,1456,15469,37,0.7106863091188907,0.016683836766825142,4
344,Horeca,Other,3043,1172,1763,2234,217,379,-0.39145292946116733,-0.18733016747696266,0
345,Horeca,Other,1198,2602,8335,402,3843,303,-0.03792452266030602,-0.43012181945633293,2
346,Retail,Other,2771,6939,15541,2693,6600,1115,0.47729979718700316,-0.3846133998469816,4
347,Retail,Other,27380,7184,12311,2809,4621,1022,0.269641010119468,0.29713169790452604,1
348,Horeca,Other,3428,2380,2028,1341,1184,665,-0.3471054757388596,-0.25515377073114626,0
349,Retail,Other,5981,14641,20521,2005,12218,445,0.815626244995365,-0.10382320730434266,4
350,Horeca,Other,3521,1099,1997,1796,173,995,-0.38944953070668753,-0.18965674252110928,0
351,Retail,Other,1210,10044,22294,1741,12638,3137,0.7882255899770112,-0.09914293818875552,4
352,Horeca,Other,608,1106,1533,830,90,195,-0.35846829017617593,-0.25466460520708073,0
353,Retail,Other,117,6264,21203,228,8682,1111,0.6804823620864883,-0.31218455461858197,4
354,Horeca,Other,14039,7393,2548,6386,1333,2341,-0.09579877000369418,0.22809127582024807,3
355,Horeca,Other,190,727,2012,245,184,127,-0.3391591988127157,-0.27216542416243183,0
356,Horeca,Other,22686,134,218,3157,9,548,-0.2825655132400364,0.43581260229550856,3
357,Retail,Other,37,1275,22272,137,6747,110,0.49319477648534454,-0.26890923463838673,4
358,Horeca,Other,759,18664,1660,6114,536,4100,0.29463318067784333,0.06927533795348963,1
359,Horeca,Other,796,5878,2109,340,232,776,-0.2516492296287294,-0.3183642453518524,0
360,Horeca,Other,19746,2872,2006,2601,468,503,-0.2989242032680826,0.289737829951017,3
361,Horeca,Other,4734,607,864,1206,159,405,-0.4109663113883563,-0.16140010176652864,0
362,Horeca,Other,2121,1601,2453,560,179,712,-0.35623115109822007,-0.2618167761445456,0
363,Horeca,Other,4627,997,4438,191,1335,314,-0.313942734246871,-0.2708110225835604,0
364,Horeca,Other,2615,873,1524,1103,514,468,-0.3791471801830555,-0.22808719463702443,0
365,Retail,Other,4692,6128,8025,1619,4515,3105,0.1387593502732427,-0.3148640049784176,2
366,Horeca,Other,9561,2217,1664,1173,222,447,-0.40188519015781876,-0.07648267368046993,0
367,Horeca,Other,3477,894,534,1457,252,342,-0.4022843820433048,-0.18177651816688145,0
368,Horeca,Other,22335,1196,2406,2046,101,558,-0.2760308998937726,0.37049880797676205,3
369,Horeca,Other,6211,337,683,1089,41,296,-0.42090446453276015,-0.1222430615630452,0
370,Retail,Other,39679,3944,4955,1364,523,2235,0.16505220495802897,0.6779861840154188,1
371,Horeca,Other,20105,1887,1939,8164,716,790,-0.1495369157080775,0.494792317201704,3
372,Horeca,Other,3884,3801,1641,876,397,4829,-0.09603323231453269,-0.07813667478542885,0
373,Retail,Other,15076,6257,7398,1504,1916,3113,-0.016418438448240997,0.022376105791714247,3
374,Horeca,Other,6338,2256,1668,1492,311,686,-0.3967268115418853,-0.15484255268950398,0
375,Horeca,Other,5841,1450,1162,597,476,70,-0.3918964469038706,-0.17693156129936705,0
376,Retail,Other,3136,8630,13586,5641,4666,1426,0.3495077102315731,-0.2520420315434837,2
377,Horeca,Other,38793,3154,2648,1034,96,1242,0.1056619084712158,0.6733698564176093,1
378,Horeca,Other,3225,3294,1902,282,68,1114,-0.3388598796612379,-0.25410633702508073,0
379,Retail,Other,4048,5164,10391,130,813,179,-0.07879826909289211,-0.35491791988244414,2
380,Horeca,Other,28257,944,2146,3881,600,270,-0.1369901441487349,0.5755076782882419,3
381,Horeca,Other,17770,4591,1617,9927,246,532,-0.06713238007907167,0.4700859345138734,3
382,Horeca,Other,34454,7435,8469,2540,1711,2893,0.21063447237005112,0.5755025593158936,1
383,Horeca,Other,1821,1364,3450,4006,397,361,-0.3374181001843759,-0.16765817579159856,0
384,Horeca,Other,10683,21858,15400,3635,282,5120,0.4887169240956617,0.1296545106429769,4
385,Horeca,Other,11635,922,1614,2583,192,1068,-0.40970794527305,0.05769691904173569,0
386,Horeca,Other,1206,3620,2857,1945,353,967,-0.3149684378133802,-0.2757043848550838,0
387,Horeca,Other,20918,1916,1573,1960,231,961,-0.29668044857106896,0.32819006533227874,3
388,Horeca,Other,9785,848,1172,1677,200,406,-0.4241081905369756,-0.030810111949686195,0
389,Horeca,Other,9385,1530,1422,3019,227,684,-0.4141783570123771,-0.003291010853885443,0
390,Horeca,Other,3352,1181,1328,5502,311,1000,-0.33685887455554175,-0.031155696287069455,0
391,Horeca,Other,2647,2761,2313,907,95,1827,-0.32558099849537064,-0.2383196337266044,0
392,Horeca,Other,518,4180,3600,659,122,654,-0.2803743022093576,-0.32615622301770636,0
393,Horeca,Other,23632,6730,3842,8620,385,819,0.006362195861557798,0.5473971267024292,1
394,Horeca,Other,12377,865,3204,1398,149,452,-0.39223103036499546,0.01621423397529452,0
395,Horeca,Other,9602,1316,1263,2921,841,290,-0.40467421196887104,-0.01572740637349569,0
396,Retail,Other,4515,11991,9345,2644,3378,2213,0.2785730210904917,-0.2924606118806628,2
397,Horeca,Other,11535,1666,1428,6838,64,743,-0.3034758342533529,0.23343160979656108,3
398,Horeca,Other,11442,1032,582,5390,74,247,-0.36976519974018746,0.17245255305489737,3
399,Horeca,Other,9612,577,935,1601,469,375,-0.4217411932761914,-0.03883115167181055,0
400,Horeca,Other,4446,906,1238,3576,153,1014,-0.3961124399168776,-0.09020633126283713,0
401,Horeca,Other,27167,2801,2128,13223,92,1902,0.174574689385028,0.6272201390406886,1
402,Horeca,Other,26539,4753,5091,220,10,340,-0.09906984551422035,0.39006507913917876,3
403,Horeca,Other,25606,11006,4604,127,632,288,0.06014181656138697,0.2946910059990126,1
404,Horeca,Other,18073,4613,3444,4324,914,715,-0.2374337018195746,0.26568613681955033,3
405,Horeca,Other,6884,1046,1167,2069,593,378,-0.41375784992502757,-0.10906607830590262,0
406,Horeca,Other,25066,5010,5026,9806,1092,960,0.06187866382762074,0.590611690087238,1
407,Retail,Other,7362,12844,18683,2854,7883,553,0.7199105183608601,-0.23564849967225196,4
408,Retail,Other,8257,3880,6407,1646,2730,344,-0.18099420214199172,-0.24517635919769118,0
409,Horeca,Other,8708,3634,6100,2349,2123,5137,0.023853179572381318,-0.007948580461507508,2
410,Horeca,Other,6633,2096,4563,1389,1860,1892,-0.26899681154682903,-0.20864455808521862,0
411,Horeca,Other,2126,3289,3281,1535,235,4365,-0.1252767386806381,-0.13036682945004588,0
412,Horeca,Other,97,3605,12400,98,2970,62,0.07833261518829747,-0.44322788482866277,2
413,Horeca,Other,4983,4859,6633,17866,912,2435,0.2906336699035089,0.3621936975453438,1
414,Horeca,Other,5969,1990,3417,5679,1135,290,-0.2999335395254732,-0.023807643637592673,0
415,Retail,Other,7842,6046,8552,1691,3540,1874,0.03306913250023338,-0.28823935105088494,2
416,Retail,Other,4389,10940,10908,848,6728,993,0.464742479724515,-0.3963302091577826,4
417,Horeca,Other,5065,5499,11055,364,3485,1063,0.09561203949953025,-0.40651974520335743,2
418,Retail,Other,660,8494,18622,133,6740,776,0.6089350123452213,-0.3979627597846602,4
419,Horeca,Other,8861,3783,2223,633,1580,1521,-0.29862500809452974,-0.16073595822315978,0
420,Horeca,Other,4456,5266,13227,25,6818,1393,0.3841667956115908,-0.41276374558648526,2
421,Retail,Other,17063,4847,9053,1031,3415,1784,0.018961285286999786,-0.005316173816363889,2
422,Horeca,Other,26400,1377,4172,830,948,1218,-0.14432805249158287,0.43216526907687103,3
423,Retail,Other,17565,3686,4657,1059,1803,668,-0.22555447447787694,0.09352752154802448,3
424,Retail,Other,16980,2884,12232,874,3213,249,0.03200306176934754,-0.02872090397968627,2
425,Horeca,Other,11243,2408,2593,15348,108,1886,0.16668175154602521,0.44034127840430987,1
426,Horeca,Other,13134,9347,14316,3141,5079,1894,0.4101264208195109,-0.14594694536942146,4
427,Horeca,Other,31012,16687,5429,15082,439,1163,0.3666327964631894,0.4480885615710109,1
428,Horeca,Other,3047,5970,4910,2198,850,317,-0.2211861504871811,-0.29550286152348926,0
429,Horeca,Other,8607,1750,3580,47,84,2501,-0.30181343750354744,-0.10453488914605845,0
430,Horeca,Other,3097,4230,16483,575,241,2080,0.12146063511718133,-0.2808561280873213,2
431,Horeca,Other,8533,5506,5160,13486,1377,1498,0.13621791448230294,0.34849163003368405,1
432,Horeca,Other,21117,1162,4754,269,1328,395,-0.2240988221409447,0.22510263162396413,3
433,Horeca,Other,1982,3218,1493,1541,356,1449,-0.33486316169287844,-0.24397401587503934,0
434,Horeca,Other,16731,3922,7994,688,2371,838,-0.11372207835996817,0.0020127808660366166,0
435,Horeca,Other,29703,12051,16027,13135,182,2204,0.37616233142981137,0.4667789087717402,1
436,Horeca,Other,39228,1431,764,4510,93,2346,0.1302310213703467,0.7451105238303108,1
437,Retail,Other,14531,15488,30243,437,14841,1867,0.7207467524010449,0.12240010136051573,4
438,Horeca,Other,10290,1981,2232,1038,168,2125,-0.3520036077123482,-0.03390882762428417,0
439,Horeca,Other,2787,1698,2510,65,477,52,-0.3434271702891228,-0.2682870154449537,0
